id,category,input_text,sentiment_label,summary,generated_reference
739,education,My experience with the university program was enjoyed it.,positive,Positive feedback about university program.,The university program was enjoyed it based on the user's experience.
740,technology,My experience with the quantum computer was acceptable.,neutral,Neutral feedback about quantum computer.,The quantum computer was acceptable based on the user's experience.
741,technology,My experience with the quantum computer was decent.,neutral,Neutral feedback about quantum computer.,The quantum computer was decent based on the user's experience.
742,technology,My experience with the quantum computer was awful.,negative,Negative feedback about quantum computer.,The quantum computer was awful based on the user's experience.
743,entertainment,My experience with the live concert was fine.,neutral,Neutral feedback about live concert.,The live concert was fine based on the user's experience.
744,education,My experience with the university program was not worth it.,negative,Negative feedback about university program.,The university program was not worth it based on the user's experience.
745,education,My experience with the online course was enjoyed it.,positive,Positive feedback about online course.,The online course was enjoyed it based on the user's experience.
746,customer_service,My experience with the delivery service was awesome.,positive,Positive feedback about delivery service.,The delivery service was awesome based on the user's experience.
747,healthcare,My experience with the telemedicine was normal.,neutral,Neutral feedback about telemedicine.,The telemedicine was normal based on the user's experience.
748,technology,My experience with the AI chatbot was amazing.,positive,Positive feedback about AI chatbot.,The AI chatbot was amazing based on the user's experience.
749,customer_service,My experience with the hotel staff was fine.,neutral,Neutral feedback about hotel staff.,The hotel staff was fine based on the user's experience.
750,entertainment,My experience with the stand-up comedy was loved it.,positive,Positive feedback about stand-up comedy.,The stand-up comedy was loved it based on the user's experience.
751,education,My experience with the university program was not worth it.,negative,Negative feedback about university program.,The university program was not worth it based on the user's experience.
752,education,My experience with the coding bootcamp was superb.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was superb based on the user's experience.
753,customer_service,My experience with the online support was mediocre.,neutral,Neutral feedback about online support.,The online support was mediocre based on the user's experience.
754,education,My experience with the MOOC was fine.,neutral,Neutral feedback about MOOC.,The MOOC was fine based on the user's experience.
755,technology,My experience with the blockchain technology was awful.,negative,Negative feedback about blockchain technology.,The blockchain technology was awful based on the user's experience.
756,food,My experience with the Pasta was bad.,negative,Negative feedback about Pasta.,The Pasta was bad based on the user's experience.
757,healthcare,My experience with the telemedicine was terrible.,negative,Negative feedback about telemedicine.,The telemedicine was terrible based on the user's experience.
758,education,My experience with the coding bootcamp was amazing.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was amazing based on the user's experience.
759,healthcare,My experience with the diet plan was hated it.,negative,Negative feedback about diet plan.,The diet plan was hated it based on the user's experience.
760,entertainment,My experience with the video game was superb.,positive,Positive feedback about video game.,The video game was superb based on the user's experience.
761,education,My experience with the online course was hated it.,negative,Negative feedback about online course.,The online course was hated it based on the user's experience.
762,customer_service,My experience with the delivery service was average.,neutral,Neutral feedback about delivery service.,The delivery service was average based on the user's experience.
763,food,My experience with the Vegan meal was okay.,neutral,Neutral feedback about Vegan meal.,The Vegan meal was okay based on the user's experience.
764,education,My experience with the online course was terrible.,negative,Negative feedback about online course.,The online course was terrible based on the user's experience.
765,healthcare,My experience with the hospital experience was bad.,negative,Negative feedback about hospital experience.,The hospital experience was bad based on the user's experience.
766,education,My experience with the MOOC was hated it.,negative,Negative feedback about MOOC.,The MOOC was hated it based on the user's experience.
767,customer_service,My experience with the online support was decent.,neutral,Neutral feedback about online support.,The online support was decent based on the user's experience.
768,entertainment,My experience with the video game was not bad.,neutral,Neutral feedback about video game.,The video game was not bad based on the user's experience.
769,education,My experience with the university program was mediocre.,neutral,Neutral feedback about university program.,The university program was mediocre based on the user's experience.
770,food,My experience with the Pasta was fine.,neutral,Neutral feedback about Pasta.,The Pasta was fine based on the user's experience.
771,healthcare,My experience with the hospital experience was mediocre.,neutral,Neutral feedback about hospital experience.,The hospital experience was mediocre based on the user's experience.
772,technology,My experience with the AI chatbot was mediocre.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was mediocre based on the user's experience.
773,technology,My experience with the blockchain technology was hated it.,negative,Negative feedback about blockchain technology.,The blockchain technology was hated it based on the user's experience.
774,education,My experience with the coding bootcamp was satisfying.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was satisfying based on the user's experience.
775,entertainment,My experience with the stand-up comedy was annoying.,negative,Negative feedback about stand-up comedy.,The stand-up comedy was annoying based on the user's experience.
776,food,My experience with the Pasta was great.,positive,Positive feedback about Pasta.,The Pasta was great based on the user's experience.
777,entertainment,My experience with the stand-up comedy was okay.,neutral,Neutral feedback about stand-up comedy.,The stand-up comedy was okay based on the user's experience.
778,technology,My experience with the self-driving car was average.,neutral,Neutral feedback about self-driving car.,The self-driving car was average based on the user's experience.
779,education,My experience with the coding bootcamp was satisfying.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was satisfying based on the user's experience.
780,technology,My experience with the blockchain technology was average.,neutral,Neutral feedback about blockchain technology.,The blockchain technology was average based on the user's experience.
781,customer_service,My experience with the delivery service was loved it.,positive,Positive feedback about delivery service.,The delivery service was loved it based on the user's experience.
782,healthcare,My experience with the diet plan was average.,neutral,Neutral feedback about diet plan.,The diet plan was average based on the user's experience.
783,customer_service,My experience with the call center was awful.,negative,Negative feedback about call center.,The call center was awful based on the user's experience.
784,healthcare,My experience with the telemedicine was average.,neutral,Neutral feedback about telemedicine.,The telemedicine was average based on the user's experience.
785,customer_service,My experience with the online support was mediocre.,neutral,Neutral feedback about online support.,The online support was mediocre based on the user's experience.
786,education,My experience with the university program was acceptable.,neutral,Neutral feedback about university program.,The university program was acceptable based on the user's experience.
787,food,My experience with the Sushi was boring.,negative,Negative feedback about Sushi.,The Sushi was boring based on the user's experience.
788,healthcare,My experience with the medical app was amazing.,positive,Positive feedback about medical app.,The medical app was amazing based on the user's experience.
789,food,My experience with the Sushi was not bad.,neutral,Neutral feedback about Sushi.,The Sushi was not bad based on the user's experience.
790,entertainment,My experience with the stand-up comedy was acceptable.,neutral,Neutral feedback about stand-up comedy.,The stand-up comedy was acceptable based on the user's experience.
791,customer_service,My experience with the hotel staff was fine.,neutral,Neutral feedback about hotel staff.,The hotel staff was fine based on the user's experience.
792,entertainment,My experience with the stand-up comedy was normal.,neutral,Neutral feedback about stand-up comedy.,The stand-up comedy was normal based on the user's experience.
793,technology,My experience with the iPhone 15 was decent.,neutral,Neutral feedback about iPhone 15.,The iPhone 15 was decent based on the user's experience.
794,customer_service,My experience with the call center was disappointing.,negative,Negative feedback about call center.,The call center was disappointing based on the user's experience.
795,food,My experience with the Sushi was decent.,neutral,Neutral feedback about Sushi.,The Sushi was decent based on the user's experience.
796,entertainment,My experience with the live concert was average.,neutral,Neutral feedback about live concert.,The live concert was average based on the user's experience.
797,food,My experience with the Burger was great.,positive,Positive feedback about Burger.,The Burger was great based on the user's experience.
798,customer_service,My experience with the restaurant service was disappointing.,negative,Negative feedback about restaurant service.,The restaurant service was disappointing based on the user's experience.
799,food,My experience with the Burger was terrible.,negative,Negative feedback about Burger.,The Burger was terrible based on the user's experience.
800,education,My experience with the textbook was decent.,neutral,Neutral feedback about textbook.,The textbook was decent based on the user's experience.
801,entertainment,My experience with the live concert was superb.,positive,Positive feedback about live concert.,The live concert was superb based on the user's experience.
802,technology,My experience with the self-driving car was enjoyed it.,positive,Positive feedback about self-driving car.,The self-driving car was enjoyed it based on the user's experience.
803,entertainment,My experience with the Netflix series was awesome.,positive,Positive feedback about Netflix series.,The Netflix series was awesome based on the user's experience.
804,education,My experience with the coding bootcamp was disappointing.,negative,Negative feedback about coding bootcamp.,The coding bootcamp was disappointing based on the user's experience.
805,healthcare,My experience with the fitness tracker was terrible.,negative,Negative feedback about fitness tracker.,The fitness tracker was terrible based on the user's experience.
806,technology,My experience with the quantum computer was fine.,neutral,Neutral feedback about quantum computer.,The quantum computer was fine based on the user's experience.
807,food,My experience with the Pizza was terrible.,negative,Negative feedback about Pizza.,The Pizza was terrible based on the user's experience.
808,food,My experience with the Burger was not bad.,neutral,Neutral feedback about Burger.,The Burger was not bad based on the user's experience.
809,customer_service,My experience with the delivery service was okay.,neutral,Neutral feedback about delivery service.,The delivery service was okay based on the user's experience.
810,healthcare,My experience with the telemedicine was satisfying.,positive,Positive feedback about telemedicine.,The telemedicine was satisfying based on the user's experience.
811,customer_service,My experience with the delivery service was enjoyed it.,positive,Positive feedback about delivery service.,The delivery service was enjoyed it based on the user's experience.
812,healthcare,My experience with the medical app was terrible.,negative,Negative feedback about medical app.,The medical app was terrible based on the user's experience.
813,education,My experience with the online course was average.,neutral,Neutral feedback about online course.,The online course was average based on the user's experience.
814,entertainment,My experience with the live concert was terrible.,negative,Negative feedback about live concert.,The live concert was terrible based on the user's experience.
815,customer_service,My experience with the restaurant service was amazing.,positive,Positive feedback about restaurant service.,The restaurant service was amazing based on the user's experience.
816,education,My experience with the coding bootcamp was acceptable.,neutral,Neutral feedback about coding bootcamp.,The coding bootcamp was acceptable based on the user's experience.
817,entertainment,My experience with the video game was not bad.,neutral,Neutral feedback about video game.,The video game was not bad based on the user's experience.
818,healthcare,My experience with the diet plan was awful.,negative,Negative feedback about diet plan.,The diet plan was awful based on the user's experience.
819,education,My experience with the textbook was not bad.,neutral,Neutral feedback about textbook.,The textbook was not bad based on the user's experience.
820,entertainment,My experience with the stand-up comedy was normal.,neutral,Neutral feedback about stand-up comedy.,The stand-up comedy was normal based on the user's experience.
821,education,My experience with the MOOC was normal.,neutral,Neutral feedback about MOOC.,The MOOC was normal based on the user's experience.
822,technology,My experience with the AI chatbot was okay.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was okay based on the user's experience.
823,entertainment,My experience with the new Marvel movie was hated it.,negative,Negative feedback about new Marvel movie.,The new Marvel movie was hated it based on the user's experience.
824,healthcare,My experience with the telemedicine was awful.,negative,Negative feedback about telemedicine.,The telemedicine was awful based on the user's experience.
825,customer_service,My experience with the restaurant service was loved it.,positive,Positive feedback about restaurant service.,The restaurant service was loved it based on the user's experience.
826,technology,My experience with the iPhone 15 was loved it.,positive,Positive feedback about iPhone 15.,The iPhone 15 was loved it based on the user's experience.
827,customer_service,My experience with the restaurant service was awesome.,positive,Positive feedback about restaurant service.,The restaurant service was awesome based on the user's experience.
828,healthcare,My experience with the telemedicine was fantastic.,positive,Positive feedback about telemedicine.,The telemedicine was fantastic based on the user's experience.
829,customer_service,My experience with the online support was acceptable.,neutral,Neutral feedback about online support.,The online support was acceptable based on the user's experience.
830,healthcare,My experience with the hospital experience was superb.,positive,Positive feedback about hospital experience.,The hospital experience was superb based on the user's experience.
831,customer_service,My experience with the restaurant service was enjoyed it.,positive,Positive feedback about restaurant service.,The restaurant service was enjoyed it based on the user's experience.
832,education,My experience with the textbook was not worth it.,negative,Negative feedback about textbook.,The textbook was not worth it based on the user's experience.
833,entertainment,My experience with the Netflix series was enjoyed it.,positive,Positive feedback about Netflix series.,The Netflix series was enjoyed it based on the user's experience.
834,food,My experience with the Vegan meal was normal.,neutral,Neutral feedback about Vegan meal.,The Vegan meal was normal based on the user's experience.
835,healthcare,My experience with the telemedicine was fantastic.,positive,Positive feedback about telemedicine.,The telemedicine was fantastic based on the user's experience.
836,food,My experience with the Pizza was acceptable.,neutral,Neutral feedback about Pizza.,The Pizza was acceptable based on the user's experience.
837,food,My experience with the Sushi was loved it.,positive,Positive feedback about Sushi.,The Sushi was loved it based on the user's experience.
838,technology,My experience with the iPhone 15 was loved it.,positive,Positive feedback about iPhone 15.,The iPhone 15 was loved it based on the user's experience.
839,food,My experience with the Pizza was annoying.,negative,Negative feedback about Pizza.,The Pizza was annoying based on the user's experience.
840,technology,My experience with the quantum computer was terrible.,negative,Negative feedback about quantum computer.,The quantum computer was terrible based on the user's experience.
841,customer_service,My experience with the call center was mediocre.,neutral,Neutral feedback about call center.,The call center was mediocre based on the user's experience.
842,food,My experience with the Burger was loved it.,positive,Positive feedback about Burger.,The Burger was loved it based on the user's experience.
843,entertainment,My experience with the video game was awful.,negative,Negative feedback about video game.,The video game was awful based on the user's experience.
844,healthcare,My experience with the fitness tracker was hated it.,negative,Negative feedback about fitness tracker.,The fitness tracker was hated it based on the user's experience.
845,education,My experience with the online course was enjoyed it.,positive,Positive feedback about online course.,The online course was enjoyed it based on the user's experience.
846,healthcare,My experience with the telemedicine was amazing.,positive,Positive feedback about telemedicine.,The telemedicine was amazing based on the user's experience.
847,technology,My experience with the AI chatbot was acceptable.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was acceptable based on the user's experience.
848,customer_service,My experience with the online support was boring.,negative,Negative feedback about online support.,The online support was boring based on the user's experience.
849,technology,My experience with the blockchain technology was enjoyed it.,positive,Positive feedback about blockchain technology.,The blockchain technology was enjoyed it based on the user's experience.
850,food,My experience with the Sushi was satisfying.,positive,Positive feedback about Sushi.,The Sushi was satisfying based on the user's experience.
851,customer_service,My experience with the online support was hated it.,negative,Negative feedback about online support.,The online support was hated it based on the user's experience.
852,customer_service,My experience with the delivery service was satisfying.,positive,Positive feedback about delivery service.,The delivery service was satisfying based on the user's experience.
853,technology,My experience with the AI chatbot was loved it.,positive,Positive feedback about AI chatbot.,The AI chatbot was loved it based on the user's experience.
854,technology,My experience with the blockchain technology was normal.,neutral,Neutral feedback about blockchain technology.,The blockchain technology was normal based on the user's experience.
855,education,My experience with the university program was amazing.,positive,Positive feedback about university program.,The university program was amazing based on the user's experience.
856,healthcare,My experience with the hospital experience was not bad.,neutral,Neutral feedback about hospital experience.,The hospital experience was not bad based on the user's experience.
857,healthcare,My experience with the diet plan was acceptable.,neutral,Neutral feedback about diet plan.,The diet plan was acceptable based on the user's experience.
858,healthcare,My experience with the medical app was fine.,neutral,Neutral feedback about medical app.,The medical app was fine based on the user's experience.
859,education,My experience with the textbook was fine.,neutral,Neutral feedback about textbook.,The textbook was fine based on the user's experience.
860,customer_service,My experience with the hotel staff was decent.,neutral,Neutral feedback about hotel staff.,The hotel staff was decent based on the user's experience.
861,healthcare,My experience with the fitness tracker was normal.,neutral,Neutral feedback about fitness tracker.,The fitness tracker was normal based on the user's experience.
862,education,My experience with the university program was normal.,neutral,Neutral feedback about university program.,The university program was normal based on the user's experience.
863,education,My experience with the coding bootcamp was superb.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was superb based on the user's experience.
864,healthcare,My experience with the telemedicine was bad.,negative,Negative feedback about telemedicine.,The telemedicine was bad based on the user's experience.
865,healthcare,My experience with the fitness tracker was disappointing.,negative,Negative feedback about fitness tracker.,The fitness tracker was disappointing based on the user's experience.
866,customer_service,My experience with the hotel staff was loved it.,positive,Positive feedback about hotel staff.,The hotel staff was loved it based on the user's experience.
867,healthcare,My experience with the telemedicine was satisfying.,positive,Positive feedback about telemedicine.,The telemedicine was satisfying based on the user's experience.
868,education,My experience with the MOOC was enjoyed it.,positive,Positive feedback about MOOC.,The MOOC was enjoyed it based on the user's experience.
869,entertainment,My experience with the live concert was decent.,neutral,Neutral feedback about live concert.,The live concert was decent based on the user's experience.
870,food,My experience with the Pasta was normal.,neutral,Neutral feedback about Pasta.,The Pasta was normal based on the user's experience.
871,customer_service,My experience with the restaurant service was amazing.,positive,Positive feedback about restaurant service.,The restaurant service was amazing based on the user's experience.
872,customer_service,My experience with the delivery service was annoying.,negative,Negative feedback about delivery service.,The delivery service was annoying based on the user's experience.
873,entertainment,My experience with the Netflix series was hated it.,negative,Negative feedback about Netflix series.,The Netflix series was hated it based on the user's experience.
874,food,My experience with the Burger was amazing.,positive,Positive feedback about Burger.,The Burger was amazing based on the user's experience.
875,food,My experience with the Sushi was fantastic.,positive,Positive feedback about Sushi.,The Sushi was fantastic based on the user's experience.
876,entertainment,My experience with the Netflix series was terrible.,negative,Negative feedback about Netflix series.,The Netflix series was terrible based on the user's experience.
877,healthcare,My experience with the telemedicine was acceptable.,neutral,Neutral feedback about telemedicine.,The telemedicine was acceptable based on the user's experience.
878,healthcare,My experience with the fitness tracker was hated it.,negative,Negative feedback about fitness tracker.,The fitness tracker was hated it based on the user's experience.
879,education,My experience with the university program was loved it.,positive,Positive feedback about university program.,The university program was loved it based on the user's experience.
880,education,My experience with the online course was superb.,positive,Positive feedback about online course.,The online course was superb based on the user's experience.
881,entertainment,My experience with the video game was great.,positive,Positive feedback about video game.,The video game was great based on the user's experience.
882,healthcare,My experience with the diet plan was okay.,neutral,Neutral feedback about diet plan.,The diet plan was okay based on the user's experience.
883,healthcare,My experience with the medical app was superb.,positive,Positive feedback about medical app.,The medical app was superb based on the user's experience.
884,technology,My experience with the self-driving car was awesome.,positive,Positive feedback about self-driving car.,The self-driving car was awesome based on the user's experience.
885,healthcare,My experience with the hospital experience was not bad.,neutral,Neutral feedback about hospital experience.,The hospital experience was not bad based on the user's experience.
886,education,My experience with the MOOC was not worth it.,negative,Negative feedback about MOOC.,The MOOC was not worth it based on the user's experience.
887,customer_service,My experience with the call center was mediocre.,neutral,Neutral feedback about call center.,The call center was mediocre based on the user's experience.
888,technology,My experience with the self-driving car was boring.,negative,Negative feedback about self-driving car.,The self-driving car was boring based on the user's experience.
889,education,My experience with the textbook was mediocre.,neutral,Neutral feedback about textbook.,The textbook was mediocre based on the user's experience.
890,technology,My experience with the self-driving car was awful.,negative,Negative feedback about self-driving car.,The self-driving car was awful based on the user's experience.
891,food,My experience with the Burger was fantastic.,positive,Positive feedback about Burger.,The Burger was fantastic based on the user's experience.
892,entertainment,My experience with the video game was fine.,neutral,Neutral feedback about video game.,The video game was fine based on the user's experience.
893,technology,My experience with the AI chatbot was boring.,negative,Negative feedback about AI chatbot.,The AI chatbot was boring based on the user's experience.
894,healthcare,My experience with the telemedicine was fantastic.,positive,Positive feedback about telemedicine.,The telemedicine was fantastic based on the user's experience.
895,technology,My experience with the self-driving car was hated it.,negative,Negative feedback about self-driving car.,The self-driving car was hated it based on the user's experience.
896,education,My experience with the textbook was superb.,positive,Positive feedback about textbook.,The textbook was superb based on the user's experience.
897,customer_service,My experience with the hotel staff was not bad.,neutral,Neutral feedback about hotel staff.,The hotel staff was not bad based on the user's experience.
898,customer_service,My experience with the call center was normal.,neutral,Neutral feedback about call center.,The call center was normal based on the user's experience.
899,customer_service,My experience with the hotel staff was awesome.,positive,Positive feedback about hotel staff.,The hotel staff was awesome based on the user's experience.
900,healthcare,My experience with the hospital experience was fine.,neutral,Neutral feedback about hospital experience.,The hospital experience was fine based on the user's experience.
901,entertainment,My experience with the new Marvel movie was great.,positive,Positive feedback about new Marvel movie.,The new Marvel movie was great based on the user's experience.
902,food,My experience with the Sushi was disappointing.,negative,Negative feedback about Sushi.,The Sushi was disappointing based on the user's experience.
903,technology,My experience with the self-driving car was enjoyed it.,positive,Positive feedback about self-driving car.,The self-driving car was enjoyed it based on the user's experience.
904,customer_service,My experience with the call center was great.,positive,Positive feedback about call center.,The call center was great based on the user's experience.
905,healthcare,My experience with the fitness tracker was superb.,positive,Positive feedback about fitness tracker.,The fitness tracker was superb based on the user's experience.
906,education,My experience with the MOOC was average.,neutral,Neutral feedback about MOOC.,The MOOC was average based on the user's experience.
907,education,My experience with the university program was disappointing.,negative,Negative feedback about university program.,The university program was disappointing based on the user's experience.
908,education,My experience with the MOOC was annoying.,negative,Negative feedback about MOOC.,The MOOC was annoying based on the user's experience.
909,technology,My experience with the quantum computer was mediocre.,neutral,Neutral feedback about quantum computer.,The quantum computer was mediocre based on the user's experience.
910,food,My experience with the Sushi was boring.,negative,Negative feedback about Sushi.,The Sushi was boring based on the user's experience.
911,healthcare,My experience with the telemedicine was fine.,neutral,Neutral feedback about telemedicine.,The telemedicine was fine based on the user's experience.
912,entertainment,My experience with the new Marvel movie was normal.,neutral,Neutral feedback about new Marvel movie.,The new Marvel movie was normal based on the user's experience.
913,technology,My experience with the AI chatbot was boring.,negative,Negative feedback about AI chatbot.,The AI chatbot was boring based on the user's experience.
914,food,My experience with the Sushi was satisfying.,positive,Positive feedback about Sushi.,The Sushi was satisfying based on the user's experience.
915,entertainment,My experience with the stand-up comedy was disappointing.,negative,Negative feedback about stand-up comedy.,The stand-up comedy was disappointing based on the user's experience.
916,education,My experience with the university program was bad.,negative,Negative feedback about university program.,The university program was bad based on the user's experience.
917,healthcare,My experience with the medical app was boring.,negative,Negative feedback about medical app.,The medical app was boring based on the user's experience.
918,technology,My experience with the quantum computer was not bad.,neutral,Neutral feedback about quantum computer.,The quantum computer was not bad based on the user's experience.
919,entertainment,My experience with the new Marvel movie was annoying.,negative,Negative feedback about new Marvel movie.,The new Marvel movie was annoying based on the user's experience.
920,education,My experience with the coding bootcamp was annoying.,negative,Negative feedback about coding bootcamp.,The coding bootcamp was annoying based on the user's experience.
921,food,My experience with the Pasta was amazing.,positive,Positive feedback about Pasta.,The Pasta was amazing based on the user's experience.
922,healthcare,My experience with the fitness tracker was awesome.,positive,Positive feedback about fitness tracker.,The fitness tracker was awesome based on the user's experience.
923,technology,My experience with the AI chatbot was okay.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was okay based on the user's experience.
924,technology,My experience with the quantum computer was fantastic.,positive,Positive feedback about quantum computer.,The quantum computer was fantastic based on the user's experience.
925,entertainment,My experience with the video game was normal.,neutral,Neutral feedback about video game.,The video game was normal based on the user's experience.
926,education,My experience with the coding bootcamp was superb.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was superb based on the user's experience.
927,entertainment,My experience with the new Marvel movie was great.,positive,Positive feedback about new Marvel movie.,The new Marvel movie was great based on the user's experience.
928,entertainment,My experience with the stand-up comedy was awesome.,positive,Positive feedback about stand-up comedy.,The stand-up comedy was awesome based on the user's experience.
929,education,My experience with the textbook was disappointing.,negative,Negative feedback about textbook.,The textbook was disappointing based on the user's experience.
930,education,My experience with the textbook was awesome.,positive,Positive feedback about textbook.,The textbook was awesome based on the user's experience.
931,customer_service,My experience with the call center was hated it.,negative,Negative feedback about call center.,The call center was hated it based on the user's experience.
932,customer_service,My experience with the delivery service was awesome.,positive,Positive feedback about delivery service.,The delivery service was awesome based on the user's experience.
933,technology,My experience with the blockchain technology was fantastic.,positive,Positive feedback about blockchain technology.,The blockchain technology was fantastic based on the user's experience.
934,customer_service,My experience with the delivery service was hated it.,negative,Negative feedback about delivery service.,The delivery service was hated it based on the user's experience.
935,customer_service,My experience with the online support was disappointing.,negative,Negative feedback about online support.,The online support was disappointing based on the user's experience.
936,healthcare,My experience with the diet plan was hated it.,negative,Negative feedback about diet plan.,The diet plan was hated it based on the user's experience.
937,food,My experience with the Burger was awful.,negative,Negative feedback about Burger.,The Burger was awful based on the user's experience.
938,technology,My experience with the iPhone 15 was bad.,negative,Negative feedback about iPhone 15.,The iPhone 15 was bad based on the user's experience.
939,customer_service,My experience with the call center was boring.,negative,Negative feedback about call center.,The call center was boring based on the user's experience.
940,healthcare,My experience with the fitness tracker was awful.,negative,Negative feedback about fitness tracker.,The fitness tracker was awful based on the user's experience.
941,customer_service,My experience with the hotel staff was great.,positive,Positive feedback about hotel staff.,The hotel staff was great based on the user's experience.
942,entertainment,My experience with the stand-up comedy was superb.,positive,Positive feedback about stand-up comedy.,The stand-up comedy was superb based on the user's experience.
943,technology,My experience with the blockchain technology was not worth it.,negative,Negative feedback about blockchain technology.,The blockchain technology was not worth it based on the user's experience.
944,education,My experience with the textbook was disappointing.,negative,Negative feedback about textbook.,The textbook was disappointing based on the user's experience.
945,healthcare,My experience with the diet plan was awful.,negative,Negative feedback about diet plan.,The diet plan was awful based on the user's experience.
946,food,My experience with the Pasta was fantastic.,positive,Positive feedback about Pasta.,The Pasta was fantastic based on the user's experience.
947,customer_service,My experience with the delivery service was superb.,positive,Positive feedback about delivery service.,The delivery service was superb based on the user's experience.
948,healthcare,My experience with the fitness tracker was terrible.,negative,Negative feedback about fitness tracker.,The fitness tracker was terrible based on the user's experience.
949,technology,My experience with the AI chatbot was normal.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was normal based on the user's experience.
950,entertainment,My experience with the live concert was terrible.,negative,Negative feedback about live concert.,The live concert was terrible based on the user's experience.
951,healthcare,My experience with the fitness tracker was great.,positive,Positive feedback about fitness tracker.,The fitness tracker was great based on the user's experience.
952,food,My experience with the Pasta was bad.,negative,Negative feedback about Pasta.,The Pasta was bad based on the user's experience.
953,technology,My experience with the blockchain technology was satisfying.,positive,Positive feedback about blockchain technology.,The blockchain technology was satisfying based on the user's experience.
954,customer_service,My experience with the online support was bad.,negative,Negative feedback about online support.,The online support was bad based on the user's experience.
955,technology,My experience with the AI chatbot was boring.,negative,Negative feedback about AI chatbot.,The AI chatbot was boring based on the user's experience.
956,customer_service,My experience with the online support was not worth it.,negative,Negative feedback about online support.,The online support was not worth it based on the user's experience.
957,education,My experience with the textbook was superb.,positive,Positive feedback about textbook.,The textbook was superb based on the user's experience.
958,food,My experience with the Pizza was awesome.,positive,Positive feedback about Pizza.,The Pizza was awesome based on the user's experience.
959,education,My experience with the online course was not worth it.,negative,Negative feedback about online course.,The online course was not worth it based on the user's experience.
960,food,My experience with the Pizza was enjoyed it.,positive,Positive feedback about Pizza.,The Pizza was enjoyed it based on the user's experience.
961,healthcare,My experience with the hospital experience was superb.,positive,Positive feedback about hospital experience.,The hospital experience was superb based on the user's experience.
962,education,My experience with the university program was annoying.,negative,Negative feedback about university program.,The university program was annoying based on the user's experience.
963,food,My experience with the Vegan meal was awesome.,positive,Positive feedback about Vegan meal.,The Vegan meal was awesome based on the user's experience.
964,education,My experience with the textbook was okay.,neutral,Neutral feedback about textbook.,The textbook was okay based on the user's experience.
965,healthcare,My experience with the medical app was hated it.,negative,Negative feedback about medical app.,The medical app was hated it based on the user's experience.
966,education,My experience with the coding bootcamp was satisfying.,positive,Positive feedback about coding bootcamp.,The coding bootcamp was satisfying based on the user's experience.
967,customer_service,My experience with the hotel staff was superb.,positive,Positive feedback about hotel staff.,The hotel staff was superb based on the user's experience.
968,technology,My experience with the self-driving car was average.,neutral,Neutral feedback about self-driving car.,The self-driving car was average based on the user's experience.
969,technology,My experience with the quantum computer was awesome.,positive,Positive feedback about quantum computer.,The quantum computer was awesome based on the user's experience.
970,food,My experience with the Pizza was boring.,negative,Negative feedback about Pizza.,The Pizza was boring based on the user's experience.
971,customer_service,My experience with the online support was annoying.,negative,Negative feedback about online support.,The online support was annoying based on the user's experience.
972,food,My experience with the Pasta was awesome.,positive,Positive feedback about Pasta.,The Pasta was awesome based on the user's experience.
973,customer_service,My experience with the restaurant service was mediocre.,neutral,Neutral feedback about restaurant service.,The restaurant service was mediocre based on the user's experience.
974,healthcare,My experience with the hospital experience was bad.,negative,Negative feedback about hospital experience.,The hospital experience was bad based on the user's experience.
975,entertainment,My experience with the Netflix series was bad.,negative,Negative feedback about Netflix series.,The Netflix series was bad based on the user's experience.
976,entertainment,My experience with the Netflix series was normal.,neutral,Neutral feedback about Netflix series.,The Netflix series was normal based on the user's experience.
977,entertainment,My experience with the new Marvel movie was disappointing.,negative,Negative feedback about new Marvel movie.,The new Marvel movie was disappointing based on the user's experience.
978,healthcare,My experience with the fitness tracker was decent.,neutral,Neutral feedback about fitness tracker.,The fitness tracker was decent based on the user's experience.
979,education,My experience with the textbook was annoying.,negative,Negative feedback about textbook.,The textbook was annoying based on the user's experience.
980,technology,My experience with the AI chatbot was mediocre.,neutral,Neutral feedback about AI chatbot.,The AI chatbot was mediocre based on the user's experience.
981,education,My experience with the textbook was loved it.,positive,Positive feedback about textbook.,The textbook was loved it based on the user's experience.
982,healthcare,My experience with the diet plan was amazing.,positive,Positive feedback about diet plan.,The diet plan was amazing based on the user's experience.
983,food,My experience with the Sushi was hated it.,negative,Negative feedback about Sushi.,The Sushi was hated it based on the user's experience.
984,customer_service,My experience with the call center was annoying.,negative,Negative feedback about call center.,The call center was annoying based on the user's experience.
985,food,My experience with the Pasta was bad.,negative,Negative feedback about Pasta.,The Pasta was bad based on the user's experience.
986,education,My experience with the MOOC was amazing.,positive,Positive feedback about MOOC.,The MOOC was amazing based on the user's experience.
